cap-shape,cap-color,bruises,stalk-shape,stalk-color-above-ring,stalk-color-below-ring,ring-number,spore-print-color,population,habitat,class
x,y,f,e,b,p,o,h,v,d,p
x,y,f,e,p,n,o,h,y,p,p
f,y,f,e,n,p,o,h,v,d,p
x,g,f,e,b,p,o,h,y,d,p
f,y,f,e,p,b,o,h,y,p,p
f,g,f,e,b,p,o,h,v,d,p
x,p,f,e,w,w,o,k,s,d,p
f,y,f,e,p,b,o,h,v,d,p
x,g,f,e,n,p,o,h,v,d,p
x,y,f,e,b,p,o,h,y,g,p
x,g,f,e,p,b,o,h,v,d,p
f,y,f,e,n,b,o,h,v,p,p
x,g,f,e,b,p,o,h,y,p,p
x,y,f,e,p,n,o,h,v,d,p
f,g,f,e,b,b,o,h,v,d,p
f,g,f,e,p,b,o,h,v,g,p
x,y,f,e,p,n,o,h,y,d,p
f,y,f,e,p,b,o,h,y,d,p
x,g,f,e,p,n,o,h,v,d,p
x,y,f,e,b,b,o,h,y,d,p
x,g,f,e,b,p,o,h,v,d,p
x,g,f,e,b,p,o,h,y,g,p
x,y,f,e,n,b,o,h,v,g,p
x,g,f,e,n,b,o,h,y,d,p
f,g,f,e,p,b,o,h,y,p,p
f,g,f,e,b,b,o,h,v,g,p
x,g,f,e,n,n,o,h,v,p,p
x,y,f,e,n,p,o,h,v,d,p
x,g,f,e,p,n,o,h,y,d,p
f,g,f,e,n,b,o,h,v,p,p
x,y,f,e,n,p,o,h,v,p,p
x,y,f,e,p,n,o,h,v,d,p
f,g,f,e,n,n,o,h,y,d,p
f,g,f,e,b,p,o,h,v,p,p
x,p,t,e,w,w,t,w,c,w,e
f,y,f,e,n,p,o,h,v,d,p
x,p,f,e,w,w,o,k,v,d,p
x,y,f,e,p,p,o,h,y,g,p
f,g,f,e,b,p,o,h,y,p,p
x,y,f,e,n,b,o,h,y,g,p
f,e,t,t,p,p,o,n,y,d,e
x,y,f,e,b,n,o,h,v,d,p
x,y,f,e,b,p,o,h,y,g,p
f,g,f,e,n,p,o,h,v,g,p
f,y,f,e,b,p,o,h,y,g,p
f,n,t,t,p,w,o,n,v,d,e
x,y,f,e,b,b,o,h,y,p,p
f,g,f,e,p,b,o,h,v,p,p
x,y,f,e,p,n,o,h,v,p,p
f,y,f,e,p,n,o,h,y,d,p
f,y,f,e,n,p,o,h,y,d,p
f,g,f,e,p,p,o,h,v,g,p
f,g,f,e,b,p,o,h,v,g,p
x,y,f,e,b,n,o,h,y,g,p
f,g,f,e,n,n,o,h,y,p,p
x,y,f,e,n,n,o,h,y,g,p
f,g,t,t,w,w,o,n,y,d,e
x,g,t,t,w,w,o,h,s,g,p
x,n,f,t,p,w,o,w,v,p,p
f,g,t,t,w,w,o,h,v,g,p
f,g,f,e,b,n,o,h,y,g,p
f,y,f,e,p,p,o,h,v,g,p
f,g,f,e,b,p,o,h,v,d,p
f,e,t,e,w,e,t,w,c,w,e
f,g,f,e,n,n,o,h,v,p,p
x,y,f,e,n,n,o,h,v,g,p
f,g,f,e,b,b,o,h,y,d,p
x,y,f,e,p,b,o,h,y,d,p
f,y,f,e,n,b,o,h,y,g,p
f,n,t,e,e,e,t,w,c,w,e
f,g,f,e,p,n,o,h,v,g,p
k,n,f,e,w,n,o,w,v,d,p
f,g,f,e,b,p,o,h,v,d,p
f,y,f,e,n,b,o,h,v,p,p
x,n,f,t,w,p,o,w,v,p,p
f,g,f,e,p,p,o,h,v,d,p
f,g,f,e,b,b,o,h,y,p,p
f,w,t,t,w,w,o,h,v,g,p
f,y,f,e,b,n,o,h,v,d,p
x,g,f,e,p,n,o,h,y,g,p
x,y,f,e,n,p,o,h,y,g,p
x,e,t,e,e,e,t,w,c,w,e
f,y,f,e,n,p,o,h,v,d,p
b,y,f,e,w,n,o,w,v,d,p
f,y,f,e,n,n,o,h,v,d,p
x,g,t,t,w,w,o,h,s,u,p
f,y,f,e,p,p,o,h,v,d,p
f,y,f,e,p,b,o,h,v,g,p
k,e,t,e,w,w,t,w,c,w,e
f,y,f,e,b,p,o,h,v,p,p
f,y,f,e,p,n,o,h,v,p,p
k,n,f,e,w,n,o,w,v,l,e
x,w,f,e,w,w,o,n,v,d,p
x,y,f,e,b,n,o,h,y,g,p
x,y,f,e,n,b,o,h,v,p,p
x,y,f,e,b,n,o,h,y,d,p
f,y,f,e,n,b,o,h,v,p,p
b,b,t,e,w,w,t,r,v,g,p
x,w,t,t,w,w,o,h,v,g,p
f,e,t,t,w,p,o,n,y,d,e
b,w,t,e,w,w,t,r,v,m,p
f,p,t,e,e,e,t,w,c,w,e
x,w,t,t,w,w,o,h,v,g,p
k,n,t,e,w,w,t,w,c,w,e
x,y,f,e,n,b,o,h,y,p,p
f,b,t,t,w,w,o,h,v,u,p
f,g,f,e,n,n,o,h,v,d,p
x,y,f,e,b,n,o,h,v,d,p
x,g,f,e,n,b,o,h,v,d,p
x,y,f,e,n,p,o,h,y,p,p
x,y,f,e,p,b,o,h,v,d,p
x,y,f,e,p,n,o,h,y,d,p
x,y,f,e,b,n,o,h,y,p,p
x,g,f,e,b,b,o,h,y,p,p
f,g,f,e,n,n,o,h,v,p,p
k,e,t,e,e,w,t,w,c,w,e
f,n,t,e,e,w,t,w,c,w,e
f,b,t,e,e,w,t,w,c,w,e
x,y,f,e,b,b,o,h,v,d,p
f,g,t,t,p,p,o,n,v,d,e
f,y,f,e,n,n,o,h,y,p,p
f,g,f,e,p,p,o,h,y,g,p
x,g,t,t,w,w,o,h,v,g,p
f,g,f,e,p,p,o,h,v,p,p
x,y,f,e,p,b,o,h,y,d,p
f,y,f,e,n,p,o,h,v,g,p
x,n,f,t,w,w,o,w,v,l,p
f,g,f,e,b,n,o,h,v,p,p
f,n,t,e,w,w,t,w,c,w,e
f,e,t,t,g,p,o,k,v,d,e
f,g,f,e,p,b,o,h,y,g,p
x,y,f,e,p,p,o,h,v,p,p
f,g,f,e,n,n,o,h,y,d,p
f,e,t,t,p,w,o,n,v,d,e
x,y,f,e,p,b,o,h,v,p,p
f,y,f,e,b,b,o,h,y,p,p
f,g,f,e,p,n,o,h,v,p,p
f,y,f,e,n,b,o,h,y,d,p
x,g,f,e,b,b,o,h,v,d,p
b,w,t,e,w,w,t,r,v,m,p
f,y,f,e,p,p,o,h,y,p,p
x,n,f,t,p,w,o,w,v,d,p
f,g,f,e,p,p,o,h,y,g,p
x,y,f,e,n,n,o,h,v,g,p
f,y,f,e,n,n,o,h,y,p,p
f,p,t,e,e,e,t,w,c,w,e
x,w,t,t,w,w,o,h,s,g,p
f,g,f,e,n,p,o,h,y,g,p
x,g,f,e,b,b,o,h,v,p,p
x,y,f,e,n,p,o,h,v,g,p
f,b,t,t,w,w,o,h,s,u,p
x,g,f,e,w,w,o,k,v,d,p
x,y,f,e,n,n,o,h,y,p,p
f,g,f,e,b,p,o,h,y,g,p
f,y,f,e,n,n,o,h,y,p,p
x,r,f,e,w,w,o,h,y,d,e
f,w,f,e,w,w,o,h,v,d,e
x,y,f,e,n,b,o,h,v,d,p
f,y,f,e,b,n,o,h,y,p,p
f,y,f,e,n,p,o,h,y,g,p
x,e,f,t,p,w,o,w,v,p,p
x,e,f,t,p,w,o,w,v,l,p
x,g,f,e,b,b,o,h,y,d,p
x,y,f,e,n,b,o,h,v,g,p
f,g,f,e,b,n,o,h,y,d,p
x,g,f,e,n,b,o,h,y,g,p
x,y,f,e,p,p,o,h,v,d,p
f,y,f,e,n,b,o,h,y,p,p
f,e,t,e,w,e,t,w,c,w,e
f,y,f,e,b,n,o,h,y,p,p
x,y,f,e,p,p,o,h,y,p,p
f,g,t,t,w,w,o,h,s,g,p
f,y,f,e,b,p,o,h,v,g,p
x,y,f,e,n,n,o,h,y,d,p
x,y,f,e,n,b,o,h,y,p,p
x,g,t,t,w,w,o,h,v,u,p
f,g,f,e,p,p,o,h,y,g,p
f,g,f,e,p,n,o,h,v,g,p
x,w,f,e,w,w,o,k,v,d,p
f,g,f,e,b,b,o,h,y,p,p
f,e,t,t,p,w,o,n,y,d,e
x,y,f,e,p,p,o,h,y,g,p
x,y,f,e,n,p,o,h,y,p,p
k,b,t,e,w,w,t,w,c,w,e
f,y,f,e,b,p,o,h,v,g,p
f,y,f,e,p,p,o,h,v,d,p
x,y,f,e,b,b,o,h,y,g,p
x,n,f,e,w,n,o,w,v,l,e
x,e,t,e,e,e,t,w,c,w,e
x,g,f,e,p,n,o,h,v,p,p
x,y,f,e,p,b,o,h,v,g,p
f,g,t,t,w,w,o,h,v,g,p
x,y,f,e,p,b,o,h,y,g,p
f,g,f,e,b,n,o,h,v,p,p
x,g,f,e,n,b,o,h,v,g,p
x,n,f,t,w,w,o,w,v,p,p
k,b,t,e,e,w,t,w,c,w,e
f,y,f,e,b,p,o,h,y,d,p
x,g,f,e,b,p,o,h,v,p,p
f,g,f,e,b,b,o,h,y,p,p
x,y,f,e,b,n,o,h,v,d,p
f,y,f,e,n,n,o,h,v,g,p
k,p,t,e,e,e,t,w,c,w,e
f,n,f,e,w,n,o,w,v,d,p
x,g,f,e,n,n,o,h,y,d,p
x,y,f,e,n,p,o,h,y,d,p
x,g,f,e,n,b,o,h,v,p,p
f,b,t,t,w,w,o,h,v,u,p
f,b,t,e,w,w,t,w,c,w,e
f,w,t,t,w,w,o,h,s,u,p
f,g,f,e,b,n,o,h,y,p,p
x,y,f,e,b,b,o,h,v,p,p
f,g,f,e,n,n,o,h,v,p,p
f,y,f,e,n,b,o,h,y,g,p
f,y,f,e,n,n,o,h,v,d,p
x,b,t,t,w,w,o,h,v,u,p
f,g,f,e,p,p,o,h,y,p,p
x,g,f,e,p,n,o,h,y,d,p
f,y,f,e,b,b,o,h,y,g,p
f,y,f,e,p,p,o,h,y,d,p
f,g,t,t,w,w,o,h,s,u,p
f,b,t,e,w,e,t,w,c,w,e
x,p,t,e,e,e,t,w,c,w,e
k,n,t,e,w,w,t,w,c,w,e
f,p,t,e,w,w,t,r,v,g,p
f,g,f,e,p,p,o,h,v,p,p
x,y,f,e,b,b,o,h,v,p,p
f,g,f,e,b,p,o,h,v,g,p
f,g,f,e,p,p,o,h,y,d,p
x,y,f,e,b,n,o,h,y,p,p
f,g,f,e,n,b,o,h,v,d,p
f,g,f,e,b,p,o,h,y,d,p
f,y,f,e,b,b,o,h,v,d,p
f,y,f,e,b,b,o,h,v,g,p
f,y,f,e,p,n,o,h,y,g,p
x,y,f,e,p,b,o,h,v,d,p
x,y,f,e,b,n,o,h,y,p,p
f,g,f,e,p,n,o,h,v,g,p
f,g,f,e,b,p,o,h,y,d,p
x,y,f,e,n,p,o,h,v,p,p
x,y,f,e,n,n,o,h,y,p,p
f,u,f,e,w,w,o,h,y,d,e
f,g,f,e,b,b,o,h,v,g,p
x,n,f,t,w,p,o,w,v,l,p
x,y,f,e,p,n,o,h,v,g,p
x,y,f,e,n,n,o,h,y,p,p
x,g,f,e,n,n,o,h,v,g,p
f,y,f,e,b,b,o,h,v,d,p
x,y,f,e,n,p,o,h,y,d,p
x,g,f,e,n,p,o,h,v,p,p
f,b,t,e,w,w,t,w,c,w,e
f,g,f,e,p,p,o,h,y,p,p
f,y,f,e,n,p,o,h,v,d,p
x,n,t,e,w,e,t,w,c,w,e
f,g,f,e,b,n,o,h,y,p,p
x,g,f,e,p,b,o,h,v,d,p
x,n,f,t,p,p,o,w,v,p,p
f,y,f,e,n,n,o,h,v,d,p
x,n,f,e,w,n,o,w,v,d,p
b,b,t,e,w,w,t,r,v,g,p
f,y,f,e,n,b,o,h,v,d,p
f,g,f,e,n,b,o,h,y,d,p
f,u,f,e,w,w,o,h,y,d,e
x,y,f,e,n,n,o,h,v,g,p
f,y,f,e,b,p,o,h,y,g,p
f,y,f,e,n,p,o,h,y,g,p
x,y,f,e,b,p,o,h,y,d,p
x,e,t,e,e,w,t,w,c,w,e
f,g,f,e,p,p,o,h,v,g,p
x,y,f,e,b,n,o,h,v,g,p
x,y,f,e,b,b,o,h,v,p,p
f,g,f,e,b,n,o,h,v,p,p
k,b,t,e,w,e,t,w,c,w,e
f,y,f,e,p,b,o,h,y,d,p
x,g,f,e,b,b,o,h,v,p,p
x,y,f,e,n,n,o,h,v,d,p
f,y,f,e,n,p,o,h,v,p,p
f,w,t,t,w,w,o,h,v,u,p
x,g,f,e,w,w,o,n,v,d,p
f,y,f,e,p,b,o,h,y,d,p
f,u,f,e,w,w,o,h,v,d,e
x,y,f,e,p,p,o,h,y,d,p
f,g,f,e,n,p,o,h,y,d,p
x,y,f,e,n,p,o,h,v,g,p
x,y,f,e,n,b,o,h,v,p,p
x,g,t,t,w,w,o,h,s,u,p
f,g,f,e,p,n,o,h,y,d,p
f,y,f,e,p,n,o,h,y,p,p
f,y,f,e,b,n,o,h,y,d,p
x,g,f,e,p,b,o,h,v,d,p
x,g,f,e,n,b,o,h,v,g,p
x,g,f,e,n,b,o,h,y,d,p
x,g,f,e,p,p,o,h,y,g,p
x,y,f,e,p,n,o,h,y,p,p
f,g,f,e,n,n,o,h,v,g,p
f,y,f,e,b,n,o,h,y,d,p
x,g,f,e,b,p,o,h,y,p,p
f,y,f,e,p,p,o,h,v,p,p
x,n,f,t,w,w,o,w,v,l,p
x,y,f,e,p,b,o,h,y,p,p
x,y,f,e,b,p,o,h,v,p,p
f,b,t,t,w,w,o,h,v,g,p
f,g,f,e,n,p,o,h,v,d,p
f,y,f,e,b,p,o,h,y,p,p
x,y,f,e,n,n,o,h,y,p,p
f,g,f,e,b,n,o,h,v,d,p
x,y,f,e,n,p,o,h,y,d,p
x,g,f,e,b,b,o,h,v,d,p
x,e,f,t,w,w,o,w,v,l,p
k,b,t,e,e,w,t,w,c,w,e
f,b,t,e,e,w,t,w,c,w,e
x,g,f,e,p,p,o,h,y,d,p
f,y,f,e,b,p,o,h,y,p,p
x,g,f,e,n,b,o,h,y,g,p
f,g,f,e,b,p,o,h,y,g,p
x,b,t,t,w,w,o,h,s,u,p
f,y,f,e,b,p,o,h,v,p,p
x,w,t,t,w,w,o,h,s,u,p
x,y,f,e,b,n,o,h,v,p,p
x,g,f,e,b,p,o,h,y,p,p
x,w,t,t,w,w,o,h,s,u,p
f,b,t,t,w,w,o,h,s,g,p
x,w,t,t,w,w,o,h,s,u,p
f,y,f,e,n,b,o,h,y,d,p
f,g,f,e,p,b,o,h,y,p,p
x,y,f,e,b,n,o,h,v,g,p
f,g,f,e,n,b,o,h,v,p,p
x,w,f,e,w,w,o,h,y,d,e
x,e,t,e,w,w,t,w,c,w,e
x,g,f,e,p,p,o,h,v,g,p
f,g,f,e,n,b,o,h,v,g,p
x,n,f,t,p,w,o,w,v,l,p
x,g,f,e,p,b,o,h,v,p,p
f,g,f,e,n,p,o,h,y,p,p
f,y,f,e,b,n,o,h,v,p,p
f,y,f,e,b,p,o,h,y,d,p
f,e,t,t,g,w,o,n,y,d,e
x,y,f,e,n,b,o,h,y,g,p
f,y,f,e,n,b,o,h,v,d,p
f,g,f,e,b,p,o,h,v,p,p
x,y,f,e,p,p,o,h,y,g,p
x,y,f,e,p,b,o,h,y,p,p
k,y,f,e,w,n,o,w,v,d,p
f,y,f,e,n,b,o,h,y,g,p
k,c,f,e,w,n,o,w,v,l,e
f,g,f,e,n,n,o,h,v,p,p
f,y,f,e,n,p,o,h,y,p,p
x,g,f,e,b,b,o,h,v,d,p
x,g,f,e,p,b,o,h,v,p,p
f,y,f,e,p,p,o,h,v,g,p
f,y,f,e,p,n,o,h,v,d,p
x,y,f,e,n,n,o,h,y,d,p
f,y,f,e,n,n,o,h,v,p,p
x,y,f,e,n,b,o,h,y,d,p
b,p,t,e,w,w,t,r,v,g,p
k,p,t,e,w,w,t,w,c,w,e
x,y,f,e,b,b,o,h,v,p,p
x,y,f,e,p,p,o,h,v,g,p
k,b,t,e,w,e,t,w,c,w,e
f,y,f,e,n,n,o,h,y,d,p
x,w,t,t,w,w,o,h,s,u,p
x,n,f,t,w,w,o,w,v,p,p
x,n,f,t,w,w,o,w,v,d,p
x,e,f,t,w,w,o,w,v,p,p
f,w,t,e,w,w,o,w,c,l,p
x,g,t,t,w,w,o,h,v,u,p
f,c,f,e,w,n,o,w,v,l,e
x,g,f,e,p,b,o,h,y,g,p
f,y,f,e,b,p,o,h,v,d,p
f,y,f,e,b,p,o,h,y,p,p
f,p,t,e,w,e,t,w,c,w,e
x,b,t,t,w,w,o,h,v,g,p
x,g,t,t,w,w,o,h,s,g,p
x,e,f,t,p,p,o,w,v,p,p
k,c,f,e,w,n,o,w,v,l,e
x,w,t,t,w,w,o,h,s,u,p
x,w,t,t,w,w,o,h,v,g,p
f,b,t,t,w,w,o,h,v,u,p
f,b,t,t,w,w,o,h,v,g,p
k,c,f,e,w,n,o,w,v,l,e
x,g,f,e,n,n,o,h,v,d,p
f,w,t,t,w,w,o,h,v,g,p
f,g,t,t,w,w,o,h,s,u,p
c,w,t,e,w,w,o,w,c,l,p
x,g,t,t,w,w,o,h,s,u,p
b,w,t,e,w,w,o,w,c,l,p
x,b,t,t,w,w,o,h,v,g,p
f,w,t,t,w,w,o,h,s,u,p
b,y,f,e,w,y,o,w,v,d,p
x,n,f,t,w,p,o,w,v,d,p
x,n,f,t,p,p,o,w,v,d,p
k,n,t,e,e,w,t,w,c,w,e
k,b,t,e,e,e,t,w,c,w,e
f,w,t,t,w,w,o,h,v,g,p
f,b,t,e,w,w,t,r,v,m,p
f,y,f,e,b,b,o,h,y,p,p
x,g,f,e,p,n,o,h,y,g,p
f,b,t,e,w,w,t,r,v,g,p
x,n,f,t,p,p,o,w,v,p,p
x,e,f,t,p,p,o,w,v,p,p
f,g,f,e,b,b,o,h,y,d,p
x,e,t,e,e,w,t,w,c,w,e
x,n,f,t,p,p,o,w,v,l,p
x,y,f,e,p,b,o,h,y,g,p
x,n,f,t,w,w,o,w,v,d,p
f,n,f,e,w,n,o,w,v,l,e
x,n,f,t,w,p,o,w,v,p,p
x,b,t,e,e,e,t,w,c,w,e
f,n,t,e,w,e,t,w,c,w,e
f,y,f,e,p,b,o,h,y,p,p
f,b,t,e,w,w,t,r,v,m,p
x,n,f,e,w,y,o,w,v,d,p
x,n,f,t,w,w,o,w,v,l,p
x,b,t,t,w,w,o,h,s,g,p
x,b,t,t,w,w,o,h,v,g,p
f,y,f,e,p,n,o,h,y,p,p
f,g,t,t,w,w,o,h,v,g,p
x,n,f,t,w,w,o,w,v,l,p
x,b,t,t,w,w,o,h,v,g,p
f,n,f,e,w,y,o,w,v,d,p
x,e,t,e,w,w,t,w,c,w,e
f,b,t,t,w,w,o,h,s,g,p
f,w,t,t,w,w,o,h,s,g,p
k,e,t,e,e,e,t,w,c,w,e
x,y,f,e,n,p,o,h,y,p,p
x,n,f,e,w,n,o,w,v,d,p
x,n,t,e,e,w,t,w,c,w,e
x,g,f,e,p,p,o,h,y,g,p
f,b,t,t,w,w,o,h,v,g,p
f,b,t,t,w,w,o,h,s,g,p
f,y,f,e,b,p,o,h,v,g,p
f,y,f,e,p,b,o,h,v,d,p
x,p,t,e,w,w,t,w,c,w,e
f,p,t,e,e,e,t,w,c,w,e
b,w,t,e,w,w,t,r,v,g,p
x,c,f,e,w,n,o,w,v,l,e
f,n,t,e,e,w,t,w,c,w,e
x,b,t,t,w,w,o,h,v,u,p
x,g,t,t,w,w,o,h,v,g,p
f,y,f,e,b,p,o,h,y,d,p
x,b,t,t,w,w,o,h,v,u,p
x,w,t,t,w,w,o,h,s,g,p
f,c,f,e,w,n,o,w,v,l,e
x,e,f,t,w,w,o,w,v,d,p
f,y,f,e,n,p,o,h,y,d,p
x,w,f,e,w,w,o,h,v,d,e
x,y,f,e,b,p,o,h,v,p,p
f,p,t,e,w,w,t,r,v,g,p
f,g,t,t,w,w,o,h,v,u,p
x,n,f,t,w,w,o,w,v,d,p
k,p,t,e,e,w,t,w,c,w,e
x,n,f,t,w,p,o,w,v,l,p
x,g,f,e,n,b,o,h,v,p,p
f,b,t,t,w,w,o,h,s,u,p
k,p,t,e,w,e,t,w,c,w,e
x,y,f,e,p,b,o,h,v,p,p
f,g,f,e,n,n,o,h,v,g,p
f,g,f,e,n,p,o,h,y,d,p
x,b,t,t,w,w,o,h,s,g,p
x,n,f,t,w,w,o,w,v,p,p
x,y,f,e,p,p,o,h,v,d,p
f,y,f,e,n,n,o,h,v,d,p
f,n,f,e,w,n,o,w,v,d,p
k,b,t,e,w,w,t,w,c,w,e
f,y,f,e,p,n,o,h,v,g,p
x,e,f,t,p,w,o,w,v,l,p
x,g,t,t,w,w,o,h,s,u,p
f,n,t,e,w,e,t,w,c,w,e
x,g,f,e,p,p,o,h,v,p,p
x,n,f,t,p,p,o,w,v,d,p
x,g,t,t,w,w,o,h,v,u,p
x,g,t,t,w,w,o,h,v,g,p
f,p,t,e,w,w,t,r,v,m,p
k,b,t,e,e,w,t,w,c,w,e
x,w,t,t,w,w,o,h,v,u,p
x,n,f,t,w,p,o,w,v,d,p
k,n,t,e,e,w,t,w,c,w,e
f,y,f,e,n,p,o,h,y,d,p
x,p,t,e,e,e,t,w,c,w,e
f,g,t,t,w,w,o,h,s,u,p
x,p,t,e,w,e,t,w,c,w,e
b,n,f,e,w,n,o,w,v,d,p
f,b,t,t,w,w,o,h,v,g,p
x,n,f,t,p,w,o,w,v,p,p
x,n,f,t,w,w,o,w,v,d,p
x,b,t,t,w,w,o,h,s,u,p
x,n,f,t,w,p,o,w,v,l,p
k,p,t,e,w,e,t,w,c,w,e
k,c,f,e,w,n,o,w,v,l,e
x,y,f,e,b,n,o,h,v,g,p
x,n,t,e,e,w,t,w,c,w,e
f,g,f,e,b,p,o,h,y,p,p
f,y,f,e,n,b,o,h,v,d,p
f,g,t,t,w,w,o,h,v,u,p
k,w,t,e,w,w,o,w,c,l,p
k,n,f,e,w,n,o,w,v,l,e
k,y,f,e,w,y,o,w,v,d,p
f,w,t,t,w,w,o,h,s,g,p
f,y,f,e,w,y,o,w,v,d,p
f,y,f,e,p,p,o,h,v,d,p
k,b,t,e,w,e,t,w,c,w,e
f,y,f,e,p,p,o,h,v,p,p
x,n,f,t,w,w,o,w,v,p,p
x,y,f,e,p,b,o,h,y,d,p
x,y,f,e,p,p,o,h,v,p,p
b,w,t,e,w,w,t,r,v,g,p
f,y,f,e,p,b,o,h,y,g,p
x,w,t,t,w,w,o,h,v,g,p
x,b,t,t,w,w,o,h,v,g,p
k,b,t,e,w,e,t,w,c,w,e
f,y,f,e,b,n,o,h,v,p,p
x,b,t,t,w,w,o,h,s,g,p
b,b,t,e,w,w,t,r,v,m,p
x,w,t,t,w,w,o,h,v,g,p
k,n,t,e,w,e,t,w,c,w,e
f,g,t,t,w,w,o,h,s,u,p
x,y,f,e,w,y,o,w,v,d,p
f,g,t,t,w,w,o,h,v,g,p
f,y,f,e,p,n,o,h,y,d,p
k,n,f,e,w,y,o,w,v,d,p
f,b,t,t,w,w,o,h,s,u,p
f,e,t,e,w,w,t,w,c,w,e
x,n,f,t,p,p,o,w,v,d,p
x,n,f,t,w,w,o,w,v,d,p
x,n,f,t,w,w,o,w,v,l,p
x,w,t,t,w,w,o,h,v,u,p
k,n,t,e,e,e,t,w,c,w,e
f,g,f,e,n,p,o,h,y,g,p
x,b,t,e,w,e,t,w,c,w,e
f,w,t,t,w,w,o,h,s,u,p
k,n,f,e,w,n,o,w,v,l,e
x,n,f,t,w,w,o,w,v,l,p
f,w,t,t,w,w,o,h,v,g,p
x,g,t,t,w,w,o,h,v,u,p
k,y,f,e,w,y,o,w,v,d,p
f,w,t,e,w,w,t,r,v,m,p
f,y,f,e,n,b,o,h,y,p,p
k,p,t,e,e,w,t,w,c,w,e
f,w,t,e,w,w,o,w,c,l,p
f,b,t,t,w,w,o,h,v,u,p
f,w,f,e,w,w,o,h,y,d,e
x,r,f,e,w,w,o,h,v,d,e
x,b,t,e,w,e,t,w,c,w,e
f,g,t,t,w,w,o,h,v,g,p
x,e,f,t,p,w,o,w,v,d,p
f,y,f,e,n,b,o,h,y,p,p
f,g,t,t,w,w,o,h,s,g,p
f,b,t,t,w,w,o,h,s,g,p
f,e,t,e,e,w,t,w,c,w,e
x,e,f,t,w,p,o,w,v,d,p
f,g,f,e,b,b,o,h,y,g,p
f,y,f,e,b,b,o,h,y,d,p
x,n,t,e,e,w,t,w,c,w,e
f,g,t,t,w,w,o,h,s,g,p
x,n,f,t,p,w,o,w,v,l,p
f,w,t,t,w,w,o,h,s,g,p
x,c,f,e,w,n,o,w,v,l,e
f,g,t,t,w,w,o,h,v,g,p
f,g,f,e,n,p,o,h,v,p,p
x,r,f,e,w,w,o,h,y,d,e
x,y,f,e,p,b,o,h,v,p,p
x,n,f,t,p,p,o,w,v,l,p
x,n,f,t,w,w,o,w,v,l,p
f,e,t,e,e,w,t,w,c,w,e
x,g,t,t,w,w,o,h,v,u,p
k,n,t,e,w,e,t,w,c,w,e
f,e,t,e,w,w,t,w,c,w,e
x,n,f,t,p,p,o,w,v,p,p
b,n,f,e,w,y,o,w,v,d,p
x,n,f,t,w,p,o,w,v,p,p
f,b,t,e,w,e,t,w,c,w,e
x,w,t,t,w,w,o,h,v,g,p
f,y,f,e,p,b,o,h,v,g,p
f,n,t,e,w,w,t,w,c,w,e
b,w,t,e,w,w,t,r,v,m,p
x,n,f,e,w,n,o,w,v,l,e
f,y,f,e,n,p,o,h,v,p,p
x,b,t,t,w,w,o,h,s,g,p
x,n,f,t,w,p,o,w,v,l,p
x,g,t,t,w,w,o,h,s,u,p
f,g,t,t,w,w,o,h,s,u,p
x,n,f,t,w,w,o,w,v,p,p
f,w,f,e,w,w,o,h,v,d,e
x,n,f,t,p,w,o,w,v,l,p
f,g,f,e,n,b,o,h,v,g,p
x,e,f,t,p,p,o,w,v,l,p
x,w,t,t,w,w,o,h,v,g,p
f,g,f,e,n,b,o,h,v,d,p
x,w,t,t,w,w,o,h,s,u,p
k,y,f,e,w,n,o,w,v,d,p
f,w,t,t,w,w,o,h,v,u,p
f,g,t,t,w,w,o,h,v,u,p
x,c,f,e,w,n,o,w,v,l,e
x,w,t,t,w,w,o,h,v,u,p
x,n,f,t,w,p,o,w,v,p,p
f,p,t,e,w,w,t,r,v,g,p
f,y,f,e,p,b,o,h,y,p,p
x,p,t,e,e,e,t,w,c,w,e
f,b,t,e,w,w,t,r,v,g,p
x,y,f,e,w,n,o,w,v,d,p
f,y,f,e,p,b,o,h,y,p,p
f,n,f,e,w,n,o,w,v,l,e
x,n,f,e,w,n,o,w,v,l,e
x,n,f,t,w,p,o,w,v,l,p
f,g,t,t,w,w,o,h,v,u,p
x,b,t,t,w,w,o,h,s,u,p
f,g,t,t,w,w,o,h,v,g,p
x,b,t,t,w,w,o,h,s,g,p
x,r,f,e,w,w,o,h,v,d,e
f,y,f,e,b,b,o,h,y,d,p
f,g,t,t,w,w,o,h,s,u,p
x,n,f,t,p,p,o,w,v,p,p
f,y,f,e,p,b,o,h,y,g,p
f,w,t,t,w,w,o,h,v,u,p
x,w,t,t,w,w,o,h,s,u,p
f,g,f,e,p,p,o,h,y,p,p
f,y,f,e,b,b,o,h,y,p,p
x,n,f,t,p,w,o,w,v,d,p
x,y,f,e,w,n,o,w,v,d,p
f,n,t,e,e,e,t,w,c,w,e
f,y,f,e,p,p,o,h,y,d,p
f,g,t,t,w,w,o,h,s,u,p
x,n,f,t,p,p,o,w,v,l,p
f,y,f,e,n,b,o,h,v,d,p
f,y,f,e,b,n,o,h,y,d,p
f,w,t,t,w,w,o,h,s,u,p
f,p,t,e,w,w,t,r,v,m,p
f,y,f,e,p,n,o,h,y,g,p
k,p,t,e,w,e,t,w,c,w,e
x,b,t,t,w,w,o,h,s,g,p
x,w,t,t,w,w,o,h,s,g,p
x,w,t,t,w,w,o,h,s,g,p
x,n,f,t,w,w,o,w,v,d,p
